City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,houmt el souk,33.8758,10.8575,24.5,72,1,9.76,TN,1719312876
84,portovelo,-3.7167,-79.6167,19.76,79,80,1.35,EC,1719312877
85,petropavlovsk-kamchatsky,53.0452,158.6483,7.55,94,91,0.73,RU,1719312879
86,arkhangel'sk,64.5401,40.5433,19.33,43,6,3.85,RU,1719312849
87,college,64.8569,-147.8028,15.44,79,85,0.67,US,1719312790
88,chaman,30.9236,66.4512,35.19,10,0,7.79,PK,1719312883
89,iqaluit,63.7506,-68.5145,1.32,92,100,2.46,CA,1719312641
90,haiku-pauwela,20.9219,-156.3051,22.34,88,52,3.13,US,1719312886
91,tadine,-21.55,167.8833,22.5,64,99,5.23,NC,1719312888
92,goundam,16.4145,-3.6708,37.06,30,99,7.4,ML,1719312890
93,dudinka,69.4058,86.1778,24.24,52,76,5.74,RU,1719312891
94,stanley,54.868,-1.6985,23.43,67,33,0.95,GB,1719312893
95,saint-philippe,-21.3585,55.7679,21.17,80,52,6.95,RE,1719312894
96,vorkuta,67.5,64.0,23.01,63,82,4.51,RU,1719312896
97,jamestown,42.097,-79.2353,15.86,93,5,0.45,US,1719312836
98,sandnessjoen,66.0217,12.6316,13.66,82,98,9.52,NO,1719312899
99,georgetown,5.4112,100.3354,29.12,76,100,1.51,MY,1719312900
100,swakopmund,-22.6833,14.5333,22.21,59,0,1.34,NA,1719312902
101,bismarck,46.8083,-100.7837,15.92,82,2,0.45,US,1719312904
102,san juan de miraflores,-12.1629,-76.9635,15.65,90,81,1.82,PE,1719312906
103,bilibino,68.0546,166.4372,9.08,50,11,1.93,RU,1719312908
104,mount isa,-20.7333,139.5,19.99,29,56,2.3,AU,1719312911
105,mwene-ditu,-7.0,23.45,29.54,23,36,3.74,CD,1719312912
106,fangshan,39.6983,115.9925,33.89,19,2,2.19,CN,1719312914
107,san patricio,28.017,-97.5169,28.81,91,3,2.54,US,1719312916
108,touros,-5.1989,-35.4608,25.45,85,41,4.43,BR,1719312917
109,porto novo,6.4965,2.6036,28.76,73,93,3.9,BJ,1719312919
110,oromocto,45.8351,-66.4792,14.61,94,100,3.23,CA,1719312920
111,khandyga,62.6667,135.6,21.59,60,84,2.05,RU,1719312922
112,miraflores de la sierra,40.8155,-3.7621,26.68,48,4,2.91,ES,1719312923
113,mugia,43.1041,-9.2179,19.53,89,92,5.3,ES,1719312925
114,puerto ayora,-0.7393,-90.3518,20.31,99,92,3.63,EC,1719312926
115,chunskiy,56.0815,99.6342,22.14,43,88,1.75,RU,1719312928
116,kedrovyy,56.1667,91.8167,25.36,44,5,3.84,RU,1719312930
117,quartu sant'elena,39.2419,9.1839,27.24,55,37,2.68,IT,1719312932
118,qamdo,31.1667,97.2333,16.58,50,96,2.86,CN,1719312933
119,aleg,17.0481,-13.9209,35.17,23,2,4.71,MR,1719312935
120,whitehorse,60.7161,-135.0538,12.12,62,21,3.13,CA,1719312936
121,hammerfest,70.6634,23.6821,12.93,70,100,2.8,NO,1719312650
122,kailua-kona,19.6406,-155.9956,23.66,92,19,1.26,US,1719312939
123,alice springs,-23.7,133.8833,14.51,34,0,2.38,AU,1719312941
124,tsarychanka,48.937,34.4786,24.4,44,60,6.62,UA,1719312942
125,wailua homesteads,22.0669,-159.378,22.14,85,67,1.34,US,1719312944
126,zeya,53.75,127.2667,21.31,61,62,2.47,RU,1719312945
127,east london,-33.0153,27.9116,19.91,72,80,5.8,ZA,1719312947
128,ahvaz,31.3203,48.6693,45.42,7,0,4.17,IR,1719312950
129,udachny,66.4167,112.4,20.02,59,100,5.7,RU,1719312951
130,arteche,12.2645,125.4048,27.53,88,100,3.23,PH,1719312953
131,port moresby,-9.4431,147.1797,25.03,92,40,0.84,PG,1719312954
132,olyokminsk,60.3736,120.4264,27.19,41,45,1.16,RU,1719312956
133,kargopol',61.5071,38.9456,21.97,44,14,2.76,RU,1719312957
134,ancud,-41.8697,-73.8203,4.6,89,77,1.44,CL,1719312959
135,cabo san lucas,22.8909,-109.9124,25.34,81,91,2.24,MX,1719312628
136,chittaurgarh,24.8833,74.6333,35.99,41,95,0.34,IN,1719312962
137,bardai,11.65,7.2333,29.7,49,98,2.76,NG,1719312963
138,st. john's,47.5649,-52.7093,11.75,98,100,0.89,CA,1719312965
139,mahina,-17.5065,-149.489,24.77,76,85,10.73,PF,1719312967
140,west island,-12.1568,96.8225,27.43,72,97,7.88,CC,1719312968
141,banda aceh,5.5577,95.3222,29.88,70,78,7.16,ID,1719312971
142,iskateley,67.6803,53.1512,5.35,92,100,7.41,RU,1719312973
143,puerto madero,14.7208,-92.4215,26.47,80,100,0.49,MX,1719312974
144,inhambane,-23.865,35.3833,23.75,59,45,5.34,MZ,1719312976
145,krasnovishersk,60.4078,57.082,14.18,98,100,2.94,RU,1719312977
146,mata-utu,-13.2816,-176.1745,27.85,67,100,8.56,WF,1719312979
147,mineros,-17.1167,-63.2333,14.68,73,69,3.54,BO,1719312982
148,yuzhno-kurilsk,44.0306,145.8556,11.12,94,78,6.73,RU,1719312983
149,valdovino,43.6094,-8.1115,19.4,78,48,3.91,ES,1719312985
150,manaure,11.7751,-72.4445,28.11,76,84,8.12,CO,1719312986
151,urangan,-25.3,152.9,17.33,77,62,2.68,AU,1719312988
152,prince rupert,54.3161,-130.3201,10.65,92,96,1.0,CA,1719312781
153,ballina,-28.8667,153.5667,15.43,79,95,3.86,AU,1719312991
154,vila velha,-20.3297,-40.2925,23.5,70,2,2.8,BR,1719312992
155,funafuti,-8.5243,179.1942,28.95,68,100,10.23,TV,1719312994
156,oodweyne,9.4092,45.064,32.17,29,60,9.45,SO,1719312995
157,nar'yan-mar,67.6713,53.087,5.31,93,100,7.38,RU,1719312998
158,migne,46.6274,0.3146,28.31,53,0,4.1,FR,1719313000
159,antofagasta,-23.65,-70.4,13.52,83,91,3.37,CL,1719313001
160,port mathurin,-19.6833,63.4167,23.44,69,1,10.42,MU,1719313003
161,klyuchi,52.2667,79.1667,23.75,68,62,14.18,RU,1719313004
162,sciacca,37.5082,13.0881,30.02,51,87,4.38,IT,1719313006
163,sarangani,5.4033,125.4636,28.78,76,80,4.41,PH,1719313007
164,satsuma,30.8532,-88.0561,24.6,80,58,1.46,US,1719313009
165,ad dilam,23.9915,47.1627,45.59,6,9,0.95,SA,1719313010
166,remire-montjoly,4.9167,-52.2667,25.81,87,90,1.88,GF,1719313012
167,santa terezinha,-29.9002,-50.0904,11.97,71,68,2.91,BR,1719313013
168,kodiak,57.79,-152.4072,10.59,95,99,2.07,US,1719313015
169,francistown,-21.17,27.5079,19.37,49,100,4.73,BW,1719313016
170,coracao de jesus,-16.6853,-44.365,21.09,50,53,1.99,BR,1719313018
171,sisimiut,66.9395,-53.6735,3.69,91,100,2.38,GL,1719313019
172,alo,7.4178,6.7371,32.2,59,98,1.65,NG,1719313021
173,lethem,3.3803,-59.7968,23.05,95,99,2.31,GY,1719313022
174,svislach,53.6404,27.9199,22.45,50,84,3.47,BY,1719313024
175,bereeda,11.8704,51.0579,34.14,50,97,2.83,SO,1719313025
176,najran,17.4924,44.1277,37.24,10,97,5.31,SA,1719313027
177,port shepstone,-30.7414,30.455,22.06,71,81,8.51,ZA,1719313030
178,lata,40.1629,-8.3327,18.37,64,92,3.55,PT,1719313032
179,kosh-agach,50.0,88.6667,26.04,31,100,4.72,RU,1719313033
180,sechura,-5.5569,-80.8222,17.32,84,5,3.9,PE,1719313035
181,fale old settlement,-9.3852,-171.2468,28.13,78,100,10.03,TK,1719313036
182,mayna,54.1135,47.6231,17.2,48,11,5.74,RU,1719313038
183,finspang,58.7058,15.7674,26.17,37,3,2.81,SE,1719313039
184,karonga,-9.9333,33.9333,26.25,41,46,4.36,MW,1719313041
185,progreso,21.2833,-89.6667,25.62,98,91,2.62,MX,1719313042
186,afaahiti,-17.75,-149.2833,22.68,77,98,9.03,PF,1719313044
187,eureka,40.8021,-124.1637,11.78,95,43,0.36,US,1719312814
188,keflavik,64.0049,-22.5624,8.91,79,100,8.97,IS,1719313047
189,margate,51.3813,1.3862,22.15,61,0,3.96,GB,1719313048
190,garoowe,8.4054,48.4845,31.69,37,57,12.67,SO,1719312955
191,quellon,-43.1167,-73.6167,5.52,93,100,2.81,CL,1719313051
192,new plymouth,-39.0667,174.0833,12.12,100,100,3.29,NZ,1719313053
193,fiche,9.8,38.7333,20.24,39,100,1.85,ET,1719313054
194,galle,6.0367,80.217,28.85,81,100,0.89,LK,1719313056
195,vorgashor,67.5833,63.95,22.46,65,82,5.16,RU,1719313058
196,tazovsky,67.4667,78.7,23.18,60,77,2.73,RU,1719313059
197,sitka,57.0531,-135.33,11.49,96,95,0.18,US,1719313061
198,plesetsk,62.708,40.2916,21.22,37,4,3.04,RU,1719313062
199,isafjordur,66.0755,-23.124,5.65,94,100,3.72,IS,1719313064
200,labrador city,52.9463,-66.9114,15.1,46,25,3.97,CA,1719313065
201,terenozek,45.05,64.9833,33.17,15,1,3.73,KZ,1719313067
202,talcahuano,-36.7167,-73.1167,4.49,77,0,1.98,CL,1719313068
203,chonchi,-42.6128,-73.8092,3.95,95,97,1.04,CL,1719313070
204,odienne,9.51,-7.5692,28.42,68,99,1.93,CI,1719313071
205,antonio enes,-16.2325,39.9086,26.58,57,59,3.29,MZ,1719313073
206,tazacorte,28.629,-17.9293,21.75,85,0,2.24,ES,1719313074
207,hermanus,-34.4187,19.2345,17.11,69,5,3.54,ZA,1719313076
208,nago,26.5881,127.9761,29.52,90,1,2.7,JP,1719313077
209,severo-yeniseyskiy,60.3725,93.0408,26.76,31,0,2.17,RU,1719313079
210,kabare,-2.4683,28.8242,23.92,46,8,1.71,CD,1719313080
211,usinsk,65.9939,57.5281,18.37,78,98,3.59,RU,1719313082
212,benjamin constant,-4.3831,-70.0311,21.99,99,100,0.87,BR,1719313083
213,rongelap,11.1635,166.8941,28.23,80,100,8.74,MH,1719313085
214,guarapari,-20.6667,-40.4975,23.56,57,2,1.24,BR,1719313087
215,kinmparana,12.8402,-4.9199,32.94,42,100,3.41,ML,1719313088
216,titusville,28.6122,-80.8075,26.14,95,81,1.34,US,1719313090
217,bac lieu,9.285,105.7244,26.42,85,100,1.2,VN,1719313091
218,vilyuchinsk,52.9306,158.4028,9.5,88,95,0.32,RU,1719313093
219,caravaca,38.1056,-1.8634,27.78,38,0,4.49,ES,1719313096
220,susuman,62.7833,148.1667,15.19,80,99,2.73,RU,1719313098
221,nephi,39.7102,-111.8363,21.52,43,35,1.93,US,1719312878
222,ribeira grande,38.5167,-28.7,20.99,78,94,2.24,PT,1719313101
223,shibetsu,43.659,145.132,11.81,93,83,5.42,JP,1719313102
224,novyy urengoy,66.0833,76.6333,30.53,38,61,3.68,RU,1719313104
225,chesapeake ranch estates,38.3462,-76.4177,21.6,76,2,2.26,US,1719313105
226,newport,51.5877,-2.9984,25.94,77,10,1.09,GB,1719313107
227,lihue,21.9789,-159.3672,22.47,85,68,7.31,US,1719313108
228,bam,29.106,58.357,38.54,10,0,7.29,IR,1719313110
229,sidney,-33.8679,151.2073,15.95,74,1,1.34,AU,1719312870
230,xining,36.6167,101.7667,16.58,58,47,6.91,CN,1719313113
231,puerto lempira,15.2667,-83.7667,25.98,89,75,2.6,HN,1719313114
232,rabo de peixe,37.8,-25.5833,17.77,99,91,3.36,PT,1719313116
233,port augusta,-32.5,137.7667,12.17,65,99,7.21,AU,1719313118
234,mazamari,-11.3258,-74.5308,19.28,95,47,0.76,PE,1719313119
235,buncrana,55.1333,-7.45,13.9,80,100,2.53,IE,1719313121
236,gisborne,-38.6533,178.0042,12.69,94,100,15.54,NZ,1719313124
237,dryden,49.7833,-92.7503,14.1,87,0,3.8,CA,1719313125
238,sao joao da barra,-21.6403,-41.0511,22.19,68,2,4.42,BR,1719313127
239,choyr,46.3611,108.3611,24.1,24,93,8.82,MN,1719313128
240,port elizabeth,-33.918,25.5701,18.94,96,48,2.24,ZA,1719313130
241,guangyuan,32.442,105.823,28.46,56,91,2.71,CN,1719313131
242,badger,64.8,-147.5333,15.39,85,91,0.49,US,1719313133
243,la passe,45.5549,-0.8967,28.34,66,25,2.76,FR,1719313134
244,pisco,-13.7,-76.2167,14.43,95,8,1.02,PE,1719313136
245,louiseville,46.2559,-72.9415,18.58,76,0,0.34,CA,1719313139
246,wingham,43.8879,-81.3114,18.48,82,59,5.81,CA,1719313141
247,ta`u,-14.2336,-169.5144,26.19,71,100,9.75,AS,1719313142
248,tateyama,34.9833,139.8667,26.17,85,69,11.8,JP,1719313144
249,khemisset,33.6667,-6.25,31.4,33,4,3.72,MA,1719313145
250,kuching,1.55,110.3333,25.82,92,55,1.31,MY,1719313147
251,bonthe,7.5264,-12.505,28.65,72,100,1.16,SL,1719313148
252,laurel,39.0993,-76.8483,20.85,76,0,0.45,US,1719313150
253,xinzhi,36.4989,111.7047,32.54,20,11,3.4,CN,1719313151
254,kerikeri,-35.2268,173.9474,12.73,85,5,3.13,NZ,1719313153
255,kalianget,-7.05,113.9333,26.92,78,82,4.41,ID,1719313155
256,midvagur,62.0511,-7.1939,8.97,84,25,6.79,FO,1719313156
257,shingu,33.7333,135.9833,24.47,86,98,2.1,JP,1719313158
258,bikenibeu village,1.3673,173.1241,28.96,76,91,7.46,KI,1719313159
259,chengdu,30.6667,104.0667,28.95,54,82,4.55,CN,1719313161
260,molochnyy,68.8539,33.0205,18.23,51,100,1.39,RU,1719313162
261,opuwo,-18.0607,13.84,24.09,26,1,9.05,NA,1719313164
262,murghob,38.1702,73.9667,14.42,26,87,3.73,TJ,1719313165
263,north madison,38.7678,-85.3966,19.99,81,5,2.06,US,1719313167
264,enewetak,11.3474,162.3373,28.22,83,100,8.54,MH,1719313169
265,bandar lampung,-5.4254,105.258,23.55,98,100,1.69,ID,1719313172
266,carnaiba,-8.7,-37.6667,23.62,76,53,3.91,BR,1719313173
267,nemuro,43.3236,145.575,12.18,99,89,7.32,JP,1719313175
268,rio grande,-32.035,-52.0986,9.97,61,100,4.47,BR,1719313176
269,prainha,-1.8,-53.48,23.09,97,99,1.1,BR,1719313178
270,altai,46.3722,96.2583,23.28,25,43,4.52,MN,1719313179
271,san pedro,14.35,121.0167,30.75,79,100,3.13,PH,1719313181
272,hola,51.5377,23.1902,22.85,56,50,2.35,PL,1719313183
273,monitos,8.25,-76.05,23.82,96,95,1.65,CO,1719313184
274,jaguaruna,-28.615,-49.0256,13.57,79,100,2.75,BR,1719313186
275,grand forks,47.9417,-97.4337,15.38,74,3,4.17,US,1719313168
276,cambria,35.5641,-121.0808,23.32,71,21,0.28,US,1719313189
277,jiuquan,39.7432,98.5174,33.03,8,3,7.93,CN,1719313191
278,odda,60.0691,6.5457,18.76,68,44,2.57,NO,1719313192
279,mikun',62.3547,50.0771,12.85,76,100,5.72,RU,1719313194
280,palmas,-10.2128,-48.3603,24.74,43,20,1.74,BR,1719313195
281,atherton,53.5237,-2.4935,27.94,65,35,1.79,GB,1719313197
282,howrah,22.5892,88.3103,35.55,49,100,4.32,IN,1719313198
283,happy valley-goose bay,53.3168,-60.3315,12.96,59,0,1.83,CA,1719313200
284,port lincoln,-34.7333,135.8667,10.59,73,34,6.85,AU,1719313201
285,puerto maldonado,-12.6,-69.1833,22.08,81,39,0.31,PE,1719313203
286,obo,5.3998,26.4869,33.35,40,78,1.1,CF,1719313205
287,brisas de zicatela,15.8369,-97.0419,25.75,87,88,2.7,MX,1719313206
288,arraial do cabo,-22.9661,-42.0278,23.11,91,5,8.62,BR,1719313208
289,emkhomazi,-30.2067,30.7978,22.74,63,72,8.58,ZA,1719313210
290,lorengau,-2.0226,147.2712,27.99,82,100,3.64,PG,1719313211
291,wynyard,-41.0,145.7167,11.21,84,100,4.4,AU,1719313213
292,lucapa,-8.4192,20.7447,30.34,18,4,3.66,AO,1719313214
293,taroudant,30.4703,-8.877,26.88,49,42,4.95,MA,1719313216
294,tarawa,1.419,172.984,29.01,76,88,7.53,KI,1719313217
295,hovd,48.0056,91.6419,29.44,21,73,4.15,MN,1719313219
296,ust'-ilimsk,58.0006,102.6619,23.94,49,83,1.54,RU,1719313220
297,siwa oasis,29.2041,25.5195,37.45,16,0,2.9,EG,1719313222
298,chibougamau,49.9168,-74.3659,14.77,61,8,3.31,CA,1719313223
299,puerto armuelles,8.2833,-82.8667,26.72,71,96,0.45,PA,1719313225
300,nizhniy lomov,53.5304,43.6766,19.56,46,24,6.36,RU,1719313227
301,kavieng,-2.5744,150.7967,28.24,80,87,5.89,PG,1719313228
302,palmer,42.1584,-72.3287,20.1,82,0,1.0,US,1719313230
303,carutapera,-1.195,-46.02,26.0,91,19,2.84,BR,1719313231
304,saba,15.4667,-86.25,23.4,89,82,1.58,HN,1719313233
305,gadzhiyevo,69.2551,33.3362,11.36,80,97,2.66,RU,1719313234
306,frederick,39.4668,-77.3997,19.3,74,2,1.45,US,1719313237
307,katsuura,35.1333,140.3,24.2,83,75,10.96,JP,1719313239
308,shakawe,-18.3667,21.85,24.21,30,0,3.97,BW,1719313240
309,kremenchuk,49.0973,33.4197,25.26,41,79,4.74,UA,1719312943
310,fort bragg,35.139,-79.006,24.55,90,0,1.34,US,1719313243
311,inebolu,41.9747,33.7608,24.63,68,0,5.35,TR,1719313245
312,buala,-8.145,159.5921,27.25,83,94,5.19,SB,1719313247
313,saucillo,28.0167,-105.2833,26.64,49,13,2.9,MX,1719313248
314,hadibu,12.65,54.0333,30.31,59,98,11.12,YE,1719313250
315,koryazhma,61.3143,47.1691,17.3,53,99,5.58,RU,1719313251
316,champerico,14.3,-91.9167,26.03,85,100,1.53,GT,1719313254
317,sittwe,20.15,92.9,29.71,74,97,3.03,MM,1719313256
318,worthing,50.8145,-0.3713,26.85,76,0,1.52,GB,1719313257
319,kolpashevo,58.3131,82.9089,32.14,43,36,2.38,RU,1719313260
320,tamarin,-20.3256,57.3706,25.29,77,20,8.25,MU,1719313262
321,san antonio de pale,-1.4014,5.6325,23.61,87,54,3.56,GQ,1719313263
322,ola,59.5833,151.2833,6.73,96,81,4.19,RU,1719313265
323,raja,8.4596,25.678,33.86,36,97,2.05,SS,1719313266
324,alesd,47.0667,22.4167,27.8,57,40,1.62,RO,1719313268
325,timimoun,29.2639,0.231,44.56,7,0,6.02,DZ,1719313269
326,metlili chaamba,32.2667,3.6333,34.13,24,7,3.32,DZ,1719313271
327,xiahu,26.6106,119.9483,26.56,91,90,2.99,CN,1719313272
328,ugurludag,40.4463,34.4526,31.61,28,0,3.4,TR,1719313274
329,geraldton,-28.7667,114.6,16.05,48,0,1.94,AU,1719313150
330,conde,-7.2597,-34.9075,25.17,82,52,2.58,BR,1719313277
331,cadale,2.7603,46.3222,27.12,70,52,12.18,SO,1719313279
332,lewiston orchards,46.3804,-116.9754,11.82,71,0,1.11,US,1719313280
333,westport,41.1415,-73.3579,21.92,72,0,3.58,US,1719313282
334,tirano,46.2154,10.1679,23.84,80,53,2.25,IT,1719313283
335,lagunas,-5.2269,-75.6753,22.36,91,99,0.1,PE,1719313285
336,pudozh,61.8099,36.5345,19.63,63,83,4.17,RU,1719313286
337,massawa,15.6097,39.45,39.98,33,53,4.26,ER,1719313288
338,veracruz,19.3333,-96.6667,21.61,92,96,1.56,MX,1719313289
339,wyrzysk,53.153,17.268,26.82,52,1,2.92,PL,1719313291
340,ishinomaki,38.4167,141.3,22.86,69,24,4.03,JP,1719313292
341,hasaki,35.7333,140.8333,26.27,81,100,1.86,JP,1719313294
342,corn island,12.1694,-83.0418,28.5,79,95,6.51,NI,1719313295
343,tommot,58.9564,126.2925,21.89,67,49,1.1,RU,1719313297
344,howard springs,-12.497,131.047,23.26,85,10,1.85,AU,1719313298
345,cockburn town,21.4612,-71.1419,28.28,84,55,8.02,TC,1719313300
346,barcelona,41.3888,2.159,31.75,59,4,4.02,ES,1719313032
347,tralee,52.2704,-9.7026,15.09,85,99,2.73,IE,1719313304
348,phan rang-thap cham,11.5667,108.9833,27.49,84,84,1.62,VN,1719313306
349,qarazhal,48.0078,70.7903,29.7,15,100,5.52,KZ,1719313307
350,alvear,-29.0968,-56.5504,7.68,81,34,5.68,AR,1719313309
351,codrington,-38.2667,141.9667,10.31,82,100,6.77,AU,1719313310
352,suva,-18.1416,178.4415,23.08,80,17,2.64,FJ,1719313312
353,pimentel,-6.8367,-79.9342,16.7,90,10,4.13,PE,1719313314
354,lompoc,34.6391,-120.4579,19.45,83,6,1.79,US,1719313158
355,constantia,44.1833,28.65,24.09,58,6,5.22,RO,1719313317
356,tocopilla,-22.092,-70.1979,16.06,79,21,4.36,CL,1719313318
357,mar del plata,-38.0023,-57.5575,3.94,88,97,3.13,AR,1719313094
358,conception bay south,47.4999,-52.9981,11.62,97,100,2.31,CA,1719313321
359,andilamena,-17.0167,48.5833,19.36,60,9,6.83,MG,1719313322
360,nainwa,25.7667,75.85,37.08,41,91,1.06,IN,1719313324
361,muli,2.9167,73.5667,29.05,77,100,7.19,MV,1719313326
362,nueva gerona,21.8833,-82.8,25.92,83,1,1.39,CU,1719313327
363,port alfred,-33.5906,26.891,17.88,88,66,2.24,ZA,1719313329
364,kourou,5.1552,-52.6478,24.92,91,97,0.78,GF,1719313330
365,baghlan,35.75,69.0,26.37,28,45,3.55,AF,1719313332
366,fisterra,42.9049,-9.2629,27.39,91,94,5.75,ES,1719313333
367,ploneour-lanvern,47.9,-4.2833,22.42,70,0,1.38,FR,1719313335
